-73.284, 29.014  
-72.784, 2.875  
-72.284, -2.840  
-71.784, 0.087  
-71.284, -1.101  
-70.784, -18.162  
-70.284, -23.535  
-69.784, -3.653  
-69.284, 7.776  
-68.784, -1.318  
-68.284, -21.474  
-67.784, 18.013  
-67.284, -1.758  
-66.784, 8.332  
-66.284, 21.463  
-65.784, 24.123  
-65.284, -54.986  
-64.784, -15.169  
-64.284, 5.361  
-63.784, 1.248  
-63.284, -14.658  
-62.784, -20.929  
-62.284, 21.290  
-61.784, 21.173  
-61.284, 0.781  
-60.784, -11.814  
-60.284, -6.618  
-59.784, 31.650  
-59.284, 20.604  
-58.784, -51.491  
-58.284, -29.147  
-57.784, -2.499  
-57.284, 13.353  
-56.784, 6.816  
-56.284, 19.431  
-55.784, 19.426  
-55.284, -0.753  
-54.784, -2.785  
-54.284, -25.402  
-53.784, -15.339  
-53.284, 18.636  
-52.784, 25.659  
-52.284, 10.663  
-51.784, 10.711  
-51.284, 14.452  
-50.784, 0.323  
-50.284, 1.937  
-49.784, 6.672  
-49.284, 11.854  
-48.784, -5.477  
-48.284, 4.140  
-47.784, 5.160  
-47.284, 4.447  
-46.784, 28.413  
-46.284, 18.178  
-45.784, 6.958  
-45.284, -3.754  
-44.784, -10.577  
-44.284, -44.336  
-43.784, 6.816  
-43.284, 45.058  
-42.784, 40.381  
-42.284, 15.950  
-41.784, 5.774  
-41.284, 7.041  
-40.784, 2.556  
-40.284, -15.090  
-39.784, -4.054  
-39.284, 6.142  
-38.784, 5.754  
-38.284, -2.144  
-37.784, 3.940  
-37.284, 28.884  
-36.784, 11.647  
-36.284, -5.682  
-35.784, 15.213  
-35.284, 11.444  
-34.784, -19.618  
-34.284, -19.592  
-33.784, 0.787  
-33.284, -5.986  
-32.784, 26.090  
-32.284, 30.660  
-31.784, -21.545  
-31.284, -57.165  
-30.784, 12.004  
-30.284, -1.620  
-29.784, 11.592  
-29.284, -30.980  
-28.784, -36.445  
-28.284, 15.877  
-27.784, 29.080  
-27.284, 24.226  
-26.784, -7.601  
-26.284, -21.774  
-25.784, 0.045  
-25.284, -7.413  
